id_caso,nombre,nombre_publico,id_ciudad,id_departamento,longitud,latitud,hecho,dinero_juego,dinero_apropiado,id_caso_emblematico,id_icono,id_usuario_creacion,fecha_registro,fecha_informacion_actualizada,publico,activo,subtitulo_publico,no_disponible_dinero_juego,no_disponible_dinero_apropiado,no_disponible_dinero_recuperado,id_rango_dinero,nombrePublico,subtituloPublico,id_actor,nombre_actor,tipo_participacion,tipo_actor_individual,tipo_actor_colectivo,institucion,cargo,rama_poder_publico,autoridad_politica,partido,ciudad,ciudad_codigo_dane,departamento,departamento_codigo_dane,sector,mes_hecho,ano_hecho,ano_final_hecho,dinamica_corrupcion,naturaleza_corrupcion,tipo_corrupcion,medida_anticorrupcion,delito,caso_emblematico,situacion_judicial,detalle_sancion,tipo_investigacion,tipo_etapa_procesal,nombre_actor_autoridad,fecha_historial
162,"2008, Putumayo, corrupción administrativa, destitución gobernador (2008-2011)",Estafa por partida doble,,1618,-75.78310202890617,0.5046128336963559,"En 2008 Felipe Guzmán, gobernador de Putumayo (2008 -2011) firmó de manera irregular dos contratos por cerca de 2 mil millones de pesos con diversas fundaciones, con la finalidad de elaborar juguetes de madera para los niños más necesitados del departamento. Según la investigación que llevó a cabo la Procuraduría General de la Nación, los juguetes eran de mala calidad y ni siquiera llegaron a manos de los niños. El 2010, en fallo de primera instancia, la Procuraduría destituyó e inhabilitó por quince años y 9 meses al gobernador.",2000000000,,3,,1,2017-05-24T12:02:04Z,2010-09-20T05:00:00Z,1,1,"Destituyen a Felipe Guzmán, gobernador del Putumayo (2008-2011),  por irregularidades con juguetes destinados a niños del departamento",0,1,0,4,Estafa por partida doble,"Destituyen a Felipe Guzmán, gobernador del Putumayo (2008-2011),  por irregularidades con juguetes destinados a niños del departamento",605. 27,Felipe Alfonso Guzmán Mendoza,Actor involucrado. Actor de Conocimiento,Autoridad electa por votación popular.,Entidades del Estado,Gobernación de Putumayo.,Gobernador (2008-2011),Rama Ejecutiva. Organismos de control,1. 0,Partido Liberal Colombiano.,,,PUTUMAYO,86000,Educación,,2008,2008,"Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Sancionado disciplinariamente,destituido e inhabilitado por 12 años y 9 meses,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2010
164,"2010, Puerto Asís-Putumayo, corrupción administrativa, captura ex alcalde de Puerto Asís (2008-2011)",Se les volteó la volqueta,1569,1618,-76.50019099999997,0.504929,"En 2010, Mauro Edilvio Toro Petevi, exalcalde de Puerto Asís (2008-2011), y Esther Julia Pasichana Solarte, secretaria de infraestructura al año de los hechos, suscribieron un contrato para la adquisición de dos volquetas y una motoniveladora por un valor de 910 millones de pesos. En 2012, la Fiscalía General de la Nación detectó sobrecostos en el contrato y capturó a los dos funcionarios. En la audiencia de imputación les fueron formulados los delitos de peculado por apropiación y contrato sin cumplimiento de requisitos legales. Ni el alcalde ni la secretaria aceptaron los cargos y fueron enviados a la cárcel de Puerto Asís.",910000000,,3,,1,2018-08-22T11:00:41Z,2012-03-29T05:00:00Z,1,1,"Capturan a Mauro Edilvio Toro, alcalde de Puerto Asís (2008-2011) acusado de peculado.",0,1,0,3,Se les volteó la volqueta,"Capturan a Mauro Edilvio Toro, alcalde de Puerto Asís (2008-2011) acusado de peculado.",627. 28. 626,Esther Julia  Pasichana Solarte. Mauro Edilvio  Toro Petevi,Actor involucrado. Actor de Conocimiento,Servidores públicos.  Autoridad electa por votación popular,Entidades del Estado,Alcaldía municipal de Puerto Asís. Alcaldía de Puerto Asís,Secretaria municipal de Infraestructura (2010). Alcalde (2008-2011),Rama Ejecutiva. Rama Judicial,0. 1,Partido Liberal Colombiano,PUERTO ASIS,86568,PUTUMAYO,86000,Infraestructura y Planeación,,2010,2010,"Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,"Celebración indebida de contratos ,Peculado",Territorios de concentración/consolidación,Capturado,,Penal,Audiencia de formulación de acusación,Fiscalía General de la Nación,2012
165,"2011, Putumayo, corrupción política, exalcalde de Puerto Asís (2012-2015) vínculos con paramilitares","Ese es el negocio, socio",,1618,-75.88472556406242,0.4689085563816352,"En 2011, Jorge Coral Rivas, exalcalde de Puerto Asís (2012-2015) habría financiado grupos armados ilegales cuando se encontraba en campaña a la gobernación. Según las investigaciones de la Fiscalía General de la Nación, el candidato habría usado dineros de la administración municipal mientras era alcalde para financiar a la banda criminal “La Constru”. Mediante pruebas de video reveladas, se ve al candidato en una reunión con alias Gárgola, jefe de la banda delincuencial, hablando de comprometer asuntos de contratación y recibir apoyo de las comunidades. Algunos miembros de la organización criminal que fueron capturados por las autoridades manifestaron ante la justicia que el candidato mantenía contacto permanente con ellos. En 2015, la Fiscalía General de la Nación capturó al mandatario por los delitos de concierto para delinquir agravado y financiación de grupos armados ilegales, año en el que se postuló como candidato avalado por el Partido Conservador a la Gobernación de ese departamento.",,,3,,1,2017-05-24T12:03:38Z,2015-10-14T05:00:00Z,1,1,Capturan candidato a gobernación del Putumayo por financiar grupos paramilitares,1,1,0,7,"Ese es el negocio, socio",Capturan candidato a gobernación del Putumayo por financiar grupos paramilitares,28. 625,Jorge  Coral Rivas,Actor de Conocimiento. Actor involucrado,"Miembro de Partido político, movimiento y/o grupo significativo de ciudadanos",Entidades del Estado.,,Candidato a la Alcaldía de Puerto Asís (2011)-Putumayo,Rama Judicial.,0,Partido Conservador Colombiano,,,PUTUMAYO,86000,Electoral,,2011,2011,Bajos estándares éticos,,Corrupción Política,,"Concierto para delinquir,Otros",Territorios de concentración/consolidación,Capturado,,Penal,Investigación,Fiscalía General de la Nación,2015
166,"2015, Puerto Asís-Putumayo, corrupción política, capturas por fraude electoral",Compradores de conciencias,1569,1618,-76.4984314708862,0.5051864820615634,"En las elecciones del 25 de octubre de 2015 fueron capturadas cuatro personas en Putumayo por delitos electorales. En Puerto Asís, un individuo fue arrestado al tener en su poder 25 adhesivos de un partido político y alrededor de 3 millones de pesos en efectivo. En otros municipios como Mocoa, Orito y la Hormiga otras tres personas  manipularon la decisión de voto de la comunidad. Por estos hechos, el fiscal general de la Nación en ese momento, ordenó medida de aseguramiento a las personas implicadas en estos delitos electorales.",2800000,,3,,1,2017-05-24T12:04:12Z,2015-10-29T05:00:00Z,1,1,Cuatro individuos fueron arrestados en Puerto Asís  por cometer delitos electorales,0,1,0,1,Compradores de conciencias,Cuatro individuos fueron arrestados en Puerto Asís  por cometer delitos electorales,750. 28,Alberto  Benjumea,Actor involucrado. Actor de Conocimiento,Miembro del tercer sector.,Entidades del Estado,,,Rama Judicial,0,,PUERTO ASIS,86568,PUTUMAYO,86000,Electoral,,2015,2015,Bajos estándares éticos,,Corrupción Política,,Fraude al sufragante,Territorios de concentración/consolidación,Capturado,,Penal,Investigación,Fiscalía General de la Nación,2015
167,"2010, Putumayo, corrupción administrativa, Desfalco EPS Selvasalud",Ladrones de bata blanca,,1618,-76.10445212656242,0.5293310655707668,"En 2010, la EPS Selvasalud, que operaba en Putumayo, fue intervenida por tener un déficit de 16 mil millones de pesos. En 2012,  Jimmy Díaz, gobernador del departamento (2012-2015), denunció que la entidad alcanzó una millonaria deuda por presuntas irregularidades relacionadas con cirugías que se cobraron pero que nunca se practicaron, falsificación de documentos de entrega de medicamentos y procedimientos nunca realizados. Otras denuncias de la Gobernación del Putumayo indicaron que más del 90% de la contratación –desde las ambulancias hasta la nómina- se realizó con empresas del Valle del Cauca. Por estos hechos, la Superintendencia de Salud venía realizando una interventoría desde 2010 para liquidar los contratos con Selvasalud. A pesar de la intervención, durante este tiempo la deuda de la EPS pasó de 16 mil millones a casi 52 mil millones de pesos.",52000000000,,3,,1,2017-05-24T12:04:48Z,2012-12-17T05:00:00Z,1,1,Denuncian desfalcos multimillonarios en la EPS Selvasalud,0,1,0,6,Ladrones de bata blanca,Denuncian desfalcos multimillonarios en la EPS Selvasalud,631. 358,Selvasalud EPS,Actor involucrado. Actor de Conocimiento,,Tercer sector. Entidades del Estado,Selvasalud EPS.,,Otras instituciones del Estado,0,,,,PUTUMAYO,86000,Salud,,2010,2012,"Baja cultura del control institucional,Bajos estándares éticos",Otros procesos administrativos,Corrupción Administrativa,,,Territorios de concentración/consolidación,Investigado,,Fiscal,Investigación,Superintendencia de Salud,2012
168,"2015, Putumayo, corrupción administrativa, irregularidades en contratos viales",Desinteligencia vial,1569,1618,-76.49669339944455,0.49817009225243125,"Mediante denuncias realizadas por el presidente de la Junta de Acción Comunal de un barrio de Puerto Asís, se dieron a conocer irregularidades en un contrato iniciado en junio de 2015 por un valor de 150 millones de pesos para el mantenimiento de algunas vías del municipio. Según las denuncias, se desembolsó más del 80 por ciento de los recursos, pero en 2016 no se había  adelantado la obra. Faber Quijano, secretario de Infraestructura de Puerto Asís, manifestó que lo mismo estaba ocurriendo en ocho barrios más. Las irregularidades van desde ausencia de actas de socialización de las obras hasta fotos presentadas a la comunidad que no eran de la obra en ejecución. Según varios ciudadanos denunciantes, la responsabilidad de vigilancia de este contrato recaía en el ex alcalde encargado del municipio en 2014 y su secretario de infraestructura.",150000000,,3,,1,2017-05-24T12:05:44Z,2016-07-11T05:00:00Z,1,1,Irregularidades en contratos de mantenimiento y reparación de vías,0,1,0,2,Desinteligencia vial,Irregularidades en contratos de mantenimiento y reparación de vías,629,José Ricardo  Burbano,Actor involucrado,Servidores públicos,,Alcaldía de Puerto Asís-Putumayo,Alcalde encargado,Rama Ejecutiva,1,,PUERTO ASIS,86568,PUTUMAYO,86000,Infraestructura y Planeación,,2015,2016,"Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,Movilización ciudadana anticorrupción,,Territorios de concentración/consolidación,,,,,,
169,"2014, La Guajira, Corrupción Administrativa, Irregularidades en contrato del dengue",Peor el remedio que la enfermedad,,601,-72.487523715625,11.599715235178442,"En octubre del 2014, durante la administración del ex gobernador de la Guajira (2014-2015) se firmó un contrato de alrededor de 18 mil millones de pesos con la Organización Latinoamericana para el fomento de la investigación en salud (Olfis), para hacer un estudio sobre las características del dengue en el departamento y establecer acciones para la reducción de los afectados. No obstante, La Físcalía General de la Nación, la Contraloría General de la República y Jorge Enrique Vélez, gobernador encargado de la Guajira en 2016,  denunciaron una serie de irregularidades en este contrato como pagos por caja menor sin soporte, giros anticipados, recortes de personal de las entidades para apropiarse de recursos y el no pago oportuno a la Universidad Nacional de Colombia por sus labores de interventoría al contrato. Por estos hechos, en 2016 la Universidad Nacional solicitó acompañamiento de la Contraloría al revelar que Olfis concedió anticipos que no se indicaban en los contratos, que se alquilaron vehículos sin justificación y que se contrató con la fundación ""Baraka""  y ""Humanus"" pero no se realizaron las actividades reflejadas en el contrato. En estos hechos se encuentran involucrados el gobernador de la Guajira (2014-2015), el Secretario de Salud en el momento de los hechos y el representante legal de la organización Olfis.",18000000000,,3,,1,2017-07-19T14:49:48Z,2016-07-10T05:00:00Z,1,1,Irregularidades en contrato de programa de erradicación del dengue.,0,1,0,6,Peor el remedio que la enfermedad,Irregularidades en contrato de programa de erradicación del dengue.,742. 743. 675,Fredy  Díaz Quijano. Gonzalo  Araújo Daza. José María  Ballesteros Valdivieso,Actor involucrado,Miembro del tercer sector. Servidores públicos. Autoridad electa por votación popular,,Organización Latinoamericana para el Fomento de la Investigación en Salud - OLFIS. Gobernación departamental de La Guajira. Gobernación de la Guajira,Representante legal. Secretario de Salud Departamental de La Guajira. Gobernador (2014-2015),Rama Ejecutiva,0. 1,Opción Ciudadana,,,GUAJIRA,44000,Salud,Octubre,2014,2014,"Baja cultura del control institucional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,,Territorios de concentración/consolidación,Investigado,,Fiscal,Investigación,Contraloría General de la República,2016
17,"2005-2008, Caquetá, Captura del Estado, Caso Finagro",Ética y moral de caucho,,594,-72.4765373875,0.3964894721914817,"En 2008, el expresidente del Fondo para el Financiamiento del Sector Agropecuario- Finagro, Roger Taboada, fue acusado de aprobar créditos a favor de empresas fachada dentro del Fondo de Ganaderos del Caquetá para desviarlos a favor del narcotraficante alias ""Micky"". El expresidente junto con 21 funcionarios más fueron detenidos por autorizar un préstamo por más de 74 mil millones de pesos a 24 asociaciones de caucheros. La Fiscalía demostró que muchas de esas empresas no existían y que se había creado una empresa fachada del Fondo Ganadero del Caquetá para acceder a dineros públicos de Finagro. Entre las personas vinculadas se encuentran empleados del Fondo Ganadero, funcionarios de Finagro y personas que hacían parte de la organización de 'Micky' Ramírez. El expresidente del Fondo fue capturado en 2008 y alias “Micky”, fue llamado a juicio para responder por este hecho en 2010.",74499000000,,3,2,1,2017-07-19T10:43:25Z,2011-07-03T05:00:00Z,1,1,Los dineros públicos de Finagro terminaron en manos de un narcotraficante,0,1,0,6,Ética y moral de caucho,Los dineros públicos de Finagro terminaron en manos de un narcotraficante,28. 74. 189,"Luis Enrique ""Micky"" Ramírez Murillo. Roger Taboada",Actor de Conocimiento. Actor involucrado,Actor vinculado a economía ilegal. Miembro del tercer sector,Entidades del Estado.,Fondo para el financiamiento del sector agropecuario - Finagro,Narcotraficante. Presidente,Rama Judicial.,0,,,,CAQUETA,18000,Agricultura y desarrollo rural,,2005,2008,"Bajos estándares éticos,Extralimitación de funciones",Presupuesto y gasto público,Corrupción Administrativa,,"Concierto para delinquir,Falsedad en documento público,Peculado",Territorios de concentración/consolidación,Capturado,Capturado en 2008,Penal,Investigación. Fallo: culpable,Fiscalía General de la Nación,2010
170,"2014-2015 , La Guajira, corrupción política, captura funcionarios Registradurías de la Guajira","compra el voto , lleva teja, dinero y mercado",,601,-72.24445120585938,11.356120708259219,"En octubre de 2015, Benjamín González Carrillo, exregistrador de Albania y Yamile Judith Martínez, Lorena Natalia Polanco y Rey Alonso Riveira funcionarios de algunas registradurías del departamento de la Guajira fueron capturados por corrupción y fraude electoral. Uno de los hechos se presentó en 2014 cuando el registrador de Albania y tres de sus funcionarios se trasladaron a la ciudad de Valledupar para inscribir cédulas de cientos de personas para las elecciones de octubre de 2015. Para lograr las inscripciones, los funcionarios ofrecieron a los futuros votantes 200 mil pesos, mercados, tejas o materiales de construcción. Al final lograron la inscripción de casi 400 personas Por otro lado, el ex registrador del municipio de Maicao, Basilio Lindao Pana,  también fue capturado por utilizar su cargo para tramitar y expedir irregularmente cédulas de ciudadanía colombianas “originales” a personas de nacionalidad venezolana. En octubre del 2015,  los implicados fueron capturados y presentados ante un juez para la imputación de cargos.",,,3,,1,2017-07-19T14:50:50Z,2015-10-23T05:00:00Z,1,1,Capturados registradores y funcionarios de registradurías de la Guajira por corrupción y fraude electoral,1,1,0,7,"compra el voto , lleva teja, dinero y mercado",Capturados registradores y funcionarios de registradurías de la Guajira por corrupción y fraude electoral,759. 760. 756. 757. 755,Basilio Segundo   Lindao Pana. Benjamín  González. Lorena Natalia  Polanco. Rey Alonso  Riveira. Yamile Judith  Martínez,Actor involucrado,Servidores públicos,,Registraduría Municipal de Maicao. Registraduría municipal de Albania. Registraduría Municipal de Albania,Registrador. Registrador municipal. Funcionaria. Funcionario,Órganos electorales,0,,,,GUAJIRA,44000,Electoral,,2014,2015,"Bajos estándares éticos,Extralimitación de funciones",,Corrupción Política,,"Corrupción al sufragante,Falsedad en documento público,Fraude en la inscripción de cédulas",Territorios de concentración/consolidación,Capturado,,Penal,Formulación de imputación,Fiscalía General de la Nación,2015
172,"2010, Putumayo, corrupción administrativa, sanción disciplinaria Gobernador (2008-2011)",Estudiando con viáticos ajenos,,1618,-75.78859519296867,0.5073593086268117,"En 2010, el Gobernador del Putumayo (2008-2011) Felipe Antonio Guzmán fue investigado por irregularidades relacionadas con su ausencia en la gobernación. Según la procuradora delegada para la vigilancia administrativa, el gobernador cobró viáticos por casi 6 millones de pesos justificando su uso para  adelantar gestiones públicas en diferentes entidades,  cuando en realidad usó estos recursos para  asistir a una especialización en la Universidad Externado de Colombia sin haber contado con la autorización legal. La investigación también determinó que el gobernador Guzmán utilizó gran parte de su horario de trabajo a estudiar, abandonando el ejercicio de su cargo, y  durante los tiempos en que no se encontraba estudiando, atendía las diligencias y gestiones oficiales que justificaban su desplazamiento y la posibilidad de cobrar viáticos. Por estos hechos, el gobernador fue suspendido de sus cargo seis meses.",,6000000,3,,1,2017-07-21T16:14:49Z,,1,1,Gobernador de Putumayo (2008-2011) sancionado por uso irregular de viáticos,1,0,0,1,Estudiando con viáticos ajenos,Gobernador de Putumayo (2008-2011) sancionado por uso irregular de viáticos,605. 27,Felipe Alfonso Guzmán Mendoza,Actor involucrado. Actor de Conocimiento,Autoridad electa por votación popular.,Entidades del Estado,Gobernación de Putumayo.,Gobernador (2008-2011),Rama Ejecutiva. Organismos de control,1. 0,Partido Liberal Colombiano.,,,PUTUMAYO,86000,Función Pública,,2010,2010,"Bajos estándares éticos,Extralimitación de funciones",Otros procesos administrativos,Corrupción Administrativa,,,Territorios de concentración/consolidación,Sancionado disciplinariamente,Suspendido del cargo seis meses,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2010
174,"2015, Quibdó, Chocó, Corrupción administrativa, Elefante blanco de los Juegos Nacionales",La jugaron entera,1087,599,-76.63264586230468,5.676501524072168,"En 2015, para la vigésima versión de los Juegos Nacionales, la Alcaldía de Quibdó inició el proceso de construcción de escenarios deportivos. Para ello adquirió predios y diseñó las obras de infraestructura, que se financiarían con más de 9 mil millones de pesos provenientes del Sistema General de Regalías. Sin embargo, ni siquiera se iniciaron las obras de construcción de los escenarios deportivos. Aunque en 2016 la Contraloría General de la República investigó a los responsables de administrar esos recursos,  no se tiene registro de repercusiones penales o disciplinarias.",9942000000,,3,,1,2018-11-07T02:31:10Z,,1,1,Alcaldía de Quibdó en líos fiscales por elefante blanco de los Juegos Nacionales,0,1,0,5,La jugaron entera,Alcaldía de Quibdó en líos fiscales por elefante blanco de los Juegos Nacionales,837. 30,Alcaldía de Quibdó,Actor involucrado. Actor de Conocimiento,,Entidades del Estado,Alcaldía de Quibdó.,,Rama Ejecutiva. Organismos de control,0,,QUIBDO,27001,CHOCO,27000,Deporte,,2015,2015,"Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Baja cultura del control institucional",Decisiones de obras públicas,Corrupción Administrativa,,,Territorios de concentración/consolidación,Otros,Hallazgo con presunta incidencia fiscal,Fiscal,Investigación,Contraloría General de la República,2016
175,"2006, Arauca, Corrupción Administrativa, Gobernador (2004-2007) irregularidades parques",Peculado al parque,,1616,-71.00223110000002,6.547306,"En 2006, Julio César Acosta Bernal, gobernador de Arauca (2004-2007) , celebró un contrato con el consorcio ""Ecopark"" por una suma cercana a los 4 mil millones de pesos para la construcción del parque Los Libertadores, en la ciudad de Tame, y seis contratos para la construcción del parque Los Mártires, en Arauca, por un valor de 2 mil millones de pesos. En 2013, los parques seguían sin terminar. En ese mismo año, una investigación de la Fiscalia declaró al gobernador responsable por  las irregularidades en la contratación de los parques. En mayo de 2016 se confirmó que el mandatario continuaba en prisión.",6000000000,,3,,1,2018-08-22T11:00:56Z,2016-05-02T05:00:00Z,1,1,"Julio César Acosta, gobernador de Arauca (2004-2007) celebró contratos de manera irregular",0,1,0,5,Peculado al parque,"Julio César Acosta, gobernador de Arauca (2004-2007) celebró contratos de manera irregular",28. 403,Julio Enrique Acosta Bernal,Actor de Conocimiento. Actor involucrado,Autoridad electa por votación popular,Entidades del Estado.,Gobernación de Arauca,Gobernador (2004-2007),Rama Judicial. Rama Ejecutiva,0. 1,Partido Cambio Radical,,,ARAUCA,81000,Infraestructura y Planeación,,2006,2006,"Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Bajos estándares éticos",Contratación pública,Corrupción Administrativa,,"Celebración indebida de contratos ,Peculado",Territorios de concentración/consolidación,Condenado penalmente,En prisión,Penal,Fallo: culpable,Fiscalía General de la Nación,2016
176,"2008, Arauca, corrupción administrativa, ex alcalde de Arauca (2008-2011)",Malos jugadores en la bolsa,1540,1616,-70.71045700000002,7.076172,"En octubre de 2008, William Alfonso Reyes Cadena, alcalde del municipio de Arauca (2008-2011) emitió una resolución en la cual ordenó el desembolso de 16 mil millones de pesos a favor de Serfinco S.A. (compañía de comisionistas de bolsa) para la compra de títulos de tesorería, conocidos como TES. La decisión se tomó por una propuesta de Probolsa S.A, entidad que empezó a ofrecer a los entes territoriales un buen rendimiento en las inversiones en estos títulos. Sin embargo, esta firma no estaba autorizada para captar recursos públicos. Los recursos provenían de regalías que pensaban invertirse en 2009 en el sector agropecuario, en salud y en educación. El desvío de estos recursos generó un detrimento patrimonial estimado en 7 mil millones de pesos. En 2010, la Procuraduría General de la Nación destituyó e inhabilitó al alcalde por 20 años por este hecho. La misma sanción le fue imputada a Carlos Roberto Mojica Cerquera, jefe de la Oficina Asesora Jurídica de Arauca; Andrés Aníbal Herrera Bernal, profesional universitario con funciones de coordinador del Área de Rentas, Tesorería y Pagaduría de la Secretaría de Hacienda Municipal; y José Andrides Córdoba García, secretario de Hacienda Municipal.",7154000000,,3,,1,2017-07-19T09:39:56Z,2015-02-24T05:00:00Z,1,1,El alcalde William Alfonso Reyes y varios de sus colaboradores hicieron un uso indebido de 16.000 millones de pesos de regalías.,0,1,0,5,Malos jugadores en la bolsa,El alcalde William Alfonso Reyes y varios de sus colaboradores hicieron un uso indebido de 16.000 millones de pesos de regalías.,768. 767. 30. 766. 748,Andrés Anibal  Herrera Bernal. Carlos Roberto  Mojica Cerquera. José Andrides  Córdoba García. William Alfonso Reyes Cadena,Actor involucrado. Actor de Conocimiento,Servidores públicos.  Autoridad electa por votación popular,Entidades del Estado,Alcaldía de Arauca. Alcaldía municipal de Arauca. Gobernación de Arauca,"Coordinador del Área de Rentas, Tesorería y Pagaduría de la Secretaría de Hacienda Municipal de Arauca. Jefe de la Oficina de Asesoría Jurídica Municipal de Arauca. Secretario de Hacienda Departamental de Arauca. Alcalde (2008-2012)",Rama Ejecutiva. Organismos de control,0. 1,Otro,ARAUCA,81001,ARAUCA,81000,Educación,Octubre,2008,2008,"Baja cultura del control institucional,Extralimitación de funciones",Manejo Fiscal,Corrupción Administrativa,,Detrimento patrimonial,Territorios de concentración/consolidación,Sancionado disciplinariamente,Destituido e inhabilitado por 20 años,Disciplinaria,Fallo: Sanción,Procuraduría General de la Nación,2010
177,"2015, Arauca, corrupcion política, Alcalde de Arauca (2016-2019) fraude electoral",¡Conciertazo para delinquir!,1540,1616,-70.70599380419924,7.063906358047654,"En 2015, durante la campaña de elecciones locales en el país, Benjamín Socadagui Cermeño habría ofrecido y entregado dádivas para obtener apoyo en su campaña a la alcaldía de Arauca (2016-2019). Según las investigaciones de la Fiscalía, el candidato habría pagado por votos y habría entregado prebendas y regalos a quienes respaldaran su nombre en las urnas. Además de estas irregularidades, el mandatario nombró en su gabinete a personas cercanas a su familia para otorgarles diferentes contratos. También se determinó que el alcalde decidió convocar a sesiones extras a los concejales sólo para aumentar el presupuesto de inversión durante su mandato. Además, el mandatario acordó con un asesor crear dos empresas que podrían recibir contratos de mínimo $ 5.000 millones de pesos. En 2016 la Fiscalía le imputó al alcalde los delitos de concierto para delinquir, corrupción al elector, falsedad en documentos y fraude procesal y fue trasladado a la cárcel La Picota en Bogotá. Sin embargo, por vencimiento de términos en el proceso, el alcalde fue dejado en libertad en septiembre del mismo año.",,,3,,1,2017-07-19T09:41:40Z,2016-09-27T05:00:00Z,1,1,"Benjamín Socadagui, alcalde de Arauca (2016-2019) investigado por fraude electoral y abuso de su cargo.",1,1,0,7,¡Conciertazo para delinquir!,"Benjamín Socadagui, alcalde de Arauca (2016-2019) investigado por fraude electoral y abuso de su cargo.",749,Benjamin  Socadagui,Actor involucrado,Autoridad electa por votación popular,,Alcaldía de Arauca,Alcalde (2016-2019),Rama Ejecutiva,1,Partido Cambio Radical,ARAUCA,81001,ARAUCA,81000,Electoral,,2015,2015,Bajos estándares éticos,,Corrupción Política,,"Concierto para delinquir,Corrupción al sufragante,Falsedad en documento público,Fraude procesal",Territorios de concentración/consolidación,Absuelto,,Penal,Fallo: culpable,Fiscalía General de la Nación,2016
178,"2013, Arauca, corrupción privada, sobornos de Multinacional SICIM",Desinteligencia Vial,,1616,-71.2047915248047,6.608015181382438,"En febrero de 2013, la multinacional italo-argentina Sicim, especializada en instalación de oleoductos y transporte de petróleo, gas y agua, pagó al Ejército de Liberación Nacional (ELN) 17 millones de pesos para que permitiera el tránsito de tractomulas con carga en el departamento de Arauca.  Alexander Tibacuy, presidente de Asojuntas en Tame, y Amaly Fernanda Meza, alias ‘la Gorda’ fueron los intermediarios  encargados de manipular a las comunidades para presionar el pago de la extorsión y  también se beneficiaron de un porcentaje del monto pactado con la multinacional. Por este hecho, en 2015 la Fiscalía General le imputó a Tibacuy los delitos de concierto para delinquir, rebelión y financiación del terrorismo. También por estos hechos se ordenó la captura del representante de la multinacional, Roberto Jorge Rigoni y Francisco Elizondo, gerente general de la misma en Colombia.",17000000,,3,,1,2017-07-19T09:42:25Z,2015-02-24T05:00:00Z,1,1,"Sicim, empresa multinacional italo-argentina, involucrada en pago de sobornos al ELN para permitir tránsito de tractomulas.",0,1,0,1,Desinteligencia Vial,"Sicim, empresa multinacional italo-argentina, involucrada en pago de sobornos al ELN para permitir tránsito de tractomulas.",406. 886. 888. 887,Alexander  Tibacuy. Amaly Fernanda Meza. Francisco  Elizondo. Roberto Jorge Rigoni,Actor involucrado,Miembro del tercer sector. Miembro de grupo armado ilegal,,Asojuntas - Tame. Ejército de Liberación Nacional - ELN. SICIM,Presidente. Ayudante. Gerente General. Representante,,0,,,,ARAUCA,81000,Minas y Energía,Febrero,2013,2013,Bajos estándares éticos,Otros procesos administrativos,Corrupción Privada,,Concierto para delinquir,Territorios de concentración/consolidación,Capturado,,Penal,Fallo: culpable,Fiscalía General de la Nación,2015
179,"2005-2013, Arauca, corrupción administrativa, crisis fiscal en Hospital de Arauca","Salud, dinero y.. corrupción",1540,1616,-70.75450960086062,7.0856265432433565,"Desde 2013, El Hospital San Vicente de Arauca, de nivel departamental, empezó a atravesar una crisis presupuestal debido a numerosas irregularidades. En primer lugar, la construcción de la Torre del Hospital entre 2005 y 2009 dio lugar a una modificación del diseño arquitectónico aprobado, sin la autorización correspondiente del entonces Ministerio de Protección Social. Además, a pesar de una inversión de más de 31 mil millones de pesos, la torre no funcionó. En 2011, la Contraloria General de la República decidió abrir una investigación  para  evaluar y verificar si la torre cumplía con la normatividad técnica de infraestructura hospitalaria. Gracias a la denuncia de una funcionara del hospital, se revelaron otras inconsistencias  con los contratos de compra de medicamentos y equipos, sobrecostos en instrumentos médicos, problemas estructurales en la infraestructura del hospital y hacinamiento. Por estos  hechos, la Contraloría determinó un detrimento patrimonial que alcanzó los 29 mil millones de pesos.",29000000000,,3,,1,2017-07-19T09:43:37Z,2014-04-05T05:00:00Z,1,1,Irregularidades fiscales en construcción y manejo del Hospital San Vicente de Arauca,0,1,0,6,"Salud, dinero y.. corrupción",Irregularidades fiscales en construcción y manejo del Hospital San Vicente de Arauca,1454,Gobernación de Arauca,Actor involucrado,,Entidades del Estado,Gobernación de Arauca,,Rama Ejecutiva,0,,ARAUCA,81001,ARAUCA,81000,Salud,,2005,2013,"Ausencia o debilidad de procesos y procedimientos para la gestión administrativa y misional,Baja cultura del control institucional",Presupuesto y gasto público,Corrupción Administrativa,,Detrimento patrimonial,Territorios de concentración/consolidación,Investigado,,Fiscal,Investigación,Contraloría General de la República,2014
